"[7E57A96F41BAEFDEC85E08989710B551]::35E14F7E411B03B7CA455F8FA2A807DF","Father Tobias Whitaker is so convinced his crusade against the epidemic is the only solution to save London that he sent Samuel, a devoted follower he sees as his son, to cleanse Stonebridge cemetery. His disciple is supposed to purge the place from evil and pestilence, but something tells me the poor Samuel may be in quite a bad spot. Maybe I should go there and check on this fearless crusader by myself.","Father Tobias Whitaker is so convinced his crusade against the epidemic is the only solution to save London that he sent Samuel, a devoted follower he sees as his son, to cleanse Stonebridge cemetery. His disciple is supposed to purge the place from evil and pestilence, but something tells me the poor Samuel may be in quite a bad spot. Maybe I should go there and check on this fearless crusader by myself.","","","","","","","","","","","","","","","","","","",""
"[8093B933404943AE14B0E18D4B3082EA]::56EDD310474F1B5CA6D11194854B372F","SLASH WEAPONS: BLOOD LEECH","SLASH WEAPONS: BLOOD LEECH","","","","","","","","","","","","","","","","","","",""
"[8093B933404943AE14B0E18D4B3082EA]::D35FE3334149E202533E1CB1DCCD5099","You picked up a weapon that deals Slash damage.<lf>Hitting and enemy with it can refill your Blood gauge.<lf><lf>Press [MenuValidate] to continue. ","You picked up a weapon that deals Slash damage.<lf>Hitting and enemy with it can refill your Blood gauge.<lf><lf>Press [MenuValidate] to continue. ","","","","","","","","","","","","","","","","","","",""
"[80FF574340B2BCA7C5E443A8CD6849FE]::62C85C094D8DCF281840DC89F1993399","Note","Записка","","","","","","","","","","","","","","","","","","",""
"[81AB04C848348BAEE2BB86BBE90511A6]::2F6C4AA0482675526E001EB35236B645","Year 1918 calendar","Year 1918 calendar","","","","","","","","","","","","","","","","","","",""
"[81AB04C848348BAEE2BB86BBE90511A6]::6E53EEDF453BC1D9AAE6D5BFFE1603EC","1918<lf><lf>For our country.<lf>For our […]<lf>For […]","1918<lf><lf>For our country.<lf>For our […]<lf>For […]","","","","","","","","","","","","","","","","","","",""
"[81CD7F1C486A1253940B18AD8CA51B04]::0A3501724E2B21044BE09CB232FA83FE","Pembroke Hospital","Pembroke Hospital","","","","","","","","","","","","","","","","","","",""
"[8244DF4E4179CA8E48BCE8917887DF82]::7D4F27B34B81276787DEA28056017A87","Choose what to tell to Edwina Cox","Choose what to tell to Edwina Cox","","","","","","","","","","","","","","","","","","",""
"[8244DF4E4179CA8E48BCE8917887DF82]::8C4B1E6947838931F81CC2B10DDF383A","Come up with the Gravediggers","Come up with the Gravediggers","","","","","","","","","","","","","","","","","","",""
"[8244DF4E4179CA8E48BCE8917887DF82]::04B9145E401CCD12B7DAE3B5AC5BC55B","Find out what happened to the gravediggers","Find out what happened to the gravediggers","","","","","","","","","","","","","","","","","","",""
"[8244DF4E4179CA8E48BCE8917887DF82]::EEC52A184B846D6B86D461B224FE4EEC","Hide the truth","Приховайте правду","","","","","","","","","","","","","","","","","","",""
"[8244DF4E4179CA8E48BCE8917887DF82]::5341BC824CF790AF882974B13BC079E7","Report the death of the gravediggers","Report the death of the gravediggers","","","","","","","","","","","","","","","","","","",""
"[82742B784CD31DB84C4AEFB052D19C90]::042F00284387F0BD40B68D88076D7500","Concerning the recruitment of new Boys in Whitechapel, I think I’ve found one: Alby. He’s as stupid as a stool, but tough. <lf>I asked him to prove to me he could get some drugs for the black market, and delivered quickly and nicely. Next time we meet, I’ll tell him he’s accepted as a Wet Boot Boy and he must now meet the bosses to get his orders.","Concerning the recruitment of new Boys in Whitechapel, I think I’ve found one: Alby. He’s as stupid as a stool, but tough. <lf>I asked him to prove to me he could get some drugs for the black market, and delivered quickly and nicely. Next time we meet, I’ll tell him he’s accepted as a Wet Boot Boy and he must now meet the bosses to get his orders.","","","","","","","","","","","","","","","","","","",""
"[83E0B11B49BAE353A6584380D7B87776]::76121BDF488EA9F31BB2E5A0549BCC56","Hideout","Укриття","","","","","","","","","","","","","","","","","","",""
"[83E0B11B49BAE353A6584380D7B87776]::942BBF0F487EC0B0E08C078DCEA5C1C1","You just found a new hideout! Here you can spend your XP while resting or craft items at the workbench.","Щойно ви знайшли нове укриття! Тут можна витратити ОД, поки відпочиваєте, або створити предмети на верстаку.","","","","","","","","","","","","","","","","","","",""
"[843342F640B0DF9402E176B1E080C1A9]::39E80F9442CD6D16A69E5D8EC1BB8468","Swanborough cordial","Swanborough cordial","","","","","","","","","","","","","","","","","","",""
"[843342F640B0DF9402E176B1E080C1A9]::C72AB0754A7EE7B149D88DA4AD9ACE95","Swanborough cordial with the list of ingredients printed in Latin.<lf>This item can be recycled into components.","Swanborough cordial with the list of ingredients printed in Latin.<lf>This item can be recycled into components.","","","","","","","","","","","","","","","","","","",""
"[843342F640B0DF9402E176B1E080C1A9]::F106D930479087E8DF961C957A2D45F5","Swanborough cordial","Swanborough cordial","","","","","","","","","","","","","","","","","","",""
"[843342F640B0DF9402E176B1E080C1A9]::7846D87D4A3DA24B7D0289BFB8F3319F","Ingredients: Aqua fontis, Illa repetita, Idem stillata, Hydrogen protoxyde, excipient, nil aliud.","Ingredients: Aqua fontis, Illa repetita, Idem stillata, Hydrogen protoxyde, excipient, nil aliud.","","","","","","","","","","","","","","","","","","",""
"[85453A4C4DCD0F8A2E0EC8A0A49E5121]::A8C98CA44ED0BFA38551639B1AE5E9DB","Bite","Bite","","","","","","","","","","","","","","","","","","",""
"[85453A4C4DCD0F8A2E0EC8A0A49E5121]::66F044BA4E86FC9BD83B7B934917FE1B","Press [AVToggleVampireBite] to Bite a stunned enemy. <cf><cf>Biting an enemy provides you with [RED BLOOD] to use Skills and also refills your [HEALTH Health gauge].","Press [AVToggleVampireBite] to Bite a stunned enemy. <cf><cf>Biting an enemy provides you with [RED BLOOD] to use Skills and also refills your [HEALTH Health gauge].","","","","","","","","","","","","","","","","","","",""
"[8728C4DA4345E49293294389EC3E3FD5]::4B4339674AF885352BF0D99853AEE9C7","Diseases","Хвороби","","","","","","","","","","","","","","","","","","",""
"[8728C4DA4345E49293294389EC3E3FD5]::3CB3937E41D59A639E5A22AFD59DA87E","Obsolete","Obsolete","","","","","","","","","","","","","","","","","","",""
"[87CD5D52445AC71D6014EE97EEB0EAE5]::F14865B74C0112429AA81B902AC514E3","Chemist diary","Щоденник хіміка","","","","","","","","","","","","","","","","","","",""
"[87CD5D52445AC71D6014EE97EEB0EAE5]::5F4593C843878ABADC96789C9545EDE3","17.06.18<lf>None of my recent research concerning a possible cure for blindness have reached any successful state. I’m starting to worry, since my vision has decreased more and more over the past months. I’m afraid I may go blind before finding any interesting lead. Maybe I should go back to the Brotherhood’s library and ask our Primate if he knows of any documents I should read first… But I fear he might refuse to answer me. Soon, I will be forced to take my notes in Braille to be sure to read them if my condition worsens. <lf><lf>23.06.18<lf>Blessed be Usher Talltree, and may the Sacred Stole protect him for many years to come! I talked to him last night and he kindly listed me three scrolls I should read. Good thing my Greek and Latin are not too rusty.<lf><lf>15.07.18<lf>I’m losing patience and time here. The precious texts listed by the Primate have proved themselves almost totally useless. Alchemy and herbalist knowledge won’t do me much good. For three days now, I’m totally blind as soon as the evening comes. This can’t happen. This won’t be!<lf><lf>17.08.18<lf>A terrible idea has come to my mind: what if I used the regenerative power of vampire blood? I’ll go back to the Brotherhood’s secret library tonight, and search for such information and material. With the influenza crisis, it should be easier to sneak in.<lf><lf>21.08.18<lf>I’m on to something! The eyes of the two last rats I blinded seemed to have retrieved sight after I injected them with a drop of vampire blood. They clearly could avoid my knife when I tested them, and the eyes had grown back, but they died the next day. I must find a way to improve the recipe. <lf><lf>14.09.18<lf>I’ve been unable to find some more vampire blood. I think someone spotted my theft in the Brotherhood cabinet. When I asked Brother Swansea – who seems to be working on some research concerning vampire blood addiction – he refused to give me some fresh material. I’m going blind… It drives me mad!<lf><lf>27.10.18<lf>Blessed be the Stole! It seems the number of ghouls has suddenly increased in London. It will not be too difficult to capture one and perform some more precise experiments. I know exactly how to trap one in my laboratory.<lf><lf>29.10.18<lf>It works! Ghoul blood is less potent and permits a better dosage. Mixed with Usher Talltree’s previous advice concerning alchemy and healing herb use, I shall be able to overcome fate. Tonight, I will inject the serum directly in my weakening eyes.<lf><lf>03.11.18<lf>I can see! Dried powder of ghoul’s optic nerve plus essence of birch wood, combined with equal part of helichrysum italicum are the best mix, when properly heated and used at the correct dilution. I will make a Braille copy of my notes in case the cure is only temporary. I’ll kill the ghoul I have kept for all this time, and pursue my research further.<lf><lf>04.11.18<lf>The nasty ghoul has bitten me! His eyes! His eyes I had gouged for my experiments had regrown too. Of course, they did! I’m so stupid! The beast had time to observe me and prepare its plan! It attacked me when I approached to destroy it. Then it stole my Braille notes and fled. I should have seen it coming! I just can’t die like this… No, I won’t die! I’m going to turn soon… Then I’ll start again from scratch... I overcame fate once! I’ll do it again!","17.06.18<lf>None of my recent research concerning a possible cure for blindness have reached any successful state. I’m starting to worry, since my vision has decreased more and more over the past months. I’m afraid I may go blind before finding any interesting lead. Maybe I should go back to the Brotherhood’s library and ask our Primate if he knows of any documents I should read first… But I fear he might refuse to answer me. Soon, I will be forced to take my notes in Braille to be sure to read them if my condition worsens. <lf><lf>23.06.18<lf>Blessed be Usher Talltree, and may the Sacred Stole protect him for many years to come! I talked to him last night and he kindly listed me three scrolls I should read. Good thing my Greek and Latin are not too rusty.<lf><lf>15.07.18<lf>I’m losing patience and time here. The precious texts listed by the Primate have proved themselves almost totally useless. Alchemy and herbalist knowledge won’t do me much good. For three days now, I’m totally blind as soon as the evening comes. This can’t happen. This won’t be!<lf><lf>17.08.18<lf>A terrible idea has come to my mind: what if I used the regenerative power of vampire blood? I’ll go back to the Brotherhood’s secret library tonight, and search for such information and material. With the influenza crisis, it should be easier to sneak in.<lf><lf>21.08.18<lf>I’m on to something! The eyes of the two last rats I blinded seemed to have retrieved sight after I injected them with a drop of vampire blood. They clearly could avoid my knife when I tested them, and the eyes had grown back, but they died the next day. I must find a way to improve the recipe. <lf><lf>14.09.18<lf>I’ve been unable to find some more vampire blood. I think someone spotted my theft in the Brotherhood cabinet. When I asked Brother Swansea – who seems to be working on some research concerning vampire blood addiction – he refused to give me some fresh material. I’m going blind… It drives me mad!<lf><lf>27.10.18<lf>Blessed be the Stole! It seems the number of ghouls has suddenly increased in London. It will not be too difficult to capture one and perform some more precise experiments. I know exactly how to trap one in my laboratory.<lf><lf>29.10.18<lf>It works! Ghoul blood is less potent and permits a better dosage. Mixed with Usher Talltree’s previous advice concerning alchemy and healing herb use, I shall be able to overcome fate. Tonight, I will inject the serum directly in my weakening eyes.<lf><lf>03.11.18<lf>I can see! Dried powder of ghoul’s optic nerve plus essence of birch wood, combined with equal part of helichrysum italicum are the best mix, when properly heated and used at the correct dilution. I will make a Braille copy of my notes in case the cure is only temporary. I’ll kill the ghoul I have kept for all this time, and pursue my research further.<lf><lf>04.11.18<lf>The nasty ghoul has bitten me! His eyes! His eyes I had gouged for my experiments had regrown too. Of course, they did! I’m so stupid! The beast had time to observe me and prepare its plan! It attacked me when I approached to destroy it. Then it stole my Braille notes and fled. I should have seen it coming! I just can’t die like this… No, I won’t die! I’m going to turn soon… Then I’ll start again from scratch... I overcame fate once! I’ll do it again!","","","","","","","","","","","","","","","","","","",""
